ID,#,label
161,TGCAST_390570,0
162,Ncaninum_LIV_000666500,0
163,TGGT1_209515,0
164,NCLIV_023250,0
165,NCLIV_003970,0
166,TGMAS_209112,0
167,TGME49_201170,0
168,TGP89_422470,0
169,NCLIV_017920,0
170,CSUI_007470,0
171,TGBR9_292950,0
172,TGRH88_001790,0
173,NCLIV_025220,0
174,Ncaninum_LIV_000718200,0
175,NCLIV_022930,0
176,HHA_259700,0
177,TGME49_200300,0
178,TGGT1_293400,0
179,TGRH88_037410,0
180,TGGT1_200340,0
181,TGPRC2_201740,0
182,TGRH88_061160,0
183,TGME49_209530,0
184,TGME49_208760,0
185,TGVEG_201650,0
186,CSUI_007605,0
187,Ncaninum_LIV_000448700,0
188,TGVAND_295130,0
189,TGMAS_291650,0
190,TGRUB_218000A,0
191,TGRUB_293230,0
192,TGP89_241165,0
193,TGCAST_202080,0
194,TGPRC2_209270,0
195,TGCOUG_271240,0
196,TGP89_208760,0
197,TGPRC2_209480,0
198,TGCOUG_209700,0
199,HHA_246190,0
200,TGGT1_209500,0
201,TGFOU_209540,0
202,TGCOUG_223095,0
203,CSUI_007429,0
204,Ncaninum_LIV_000760000,0
205,NCLIV_003390,0
206,Ncaninum_LIV_000231600,0
207,Ncaninum_LIV_000256800,0
208,TGDOM2_209600,0
209,TGRUB_257380,0
210,NCLIV_023000,0
211,TGVEG_209070,0
212,TGRUB_201140,0
213,TGCOUG_208440,0
214,TGCAST_295130,0
215,TGCOUG_209440,0
216,TGRUB_209280B,0
217,NCLIV_003930,0
218,TGCAST_202070B,0
219,Ncaninum_LIV_000231800,0
220,TGCOUG_200400,0
221,TGGT1_201270,0
222,TGFOU_201140B,0
223,TGBR9_209280A,0
224,TGCAST_257380,0
225,TGBR9_293360,0
226,NCLIV_023045,0
227,TGCOUG_222880,0
228,NCLIV_015100,0
229,TGVAND_241165,0
230,NCLIV_003880,0
231,TGME49_292960,0
232,TGVAND_209485,0
233,TGFOU_201810,0
234,NCLIV_004730,0
235,TGME49_222880,0
236,TGRH88_021800,0
237,TGCAST_292975B,0
238,Ncaninum_LIV_000446800,0
239,TGBR9_209440,0
240,Ncaninum_LIV_000449600,0
241,TGARI_208440,0
242,TGARI_209485,0
243,HHA_271240,0
244,TGARI_209515,0
245,HHA_293400,0
246,TGARI_296000,0
247,NCLIV_067930,0
248,TGVAND_209640,0
249,TGPRC2_222880,0
250,TGPRC2_209670,0
251,TGVAND_201270,0
252,TGPRC2_279100B,0
253,TGVAND_437150,0
254,NCLIV_003100,0
255,TGARI_209170,0
256,TGPRC2_295130,0
257,TGP89_293230,0
258,TGVAND_209550B,0
259,TGCAST_208440,0
260,NCLIV_014510,0
261,TGVAND_293360,0
262,TGVEG_296000,0
263,NCLIV_035620,0
264,Ncaninum_LIV_000743300,0
265,TGVAND_209200,0
266,TGCOUG_209070,0
267,TGMAS_209540,0
268,TGVAND_202080,0
269,TGP89_200460,0
270,TGVAND_208830,0
271,TGRUB_223095,0
272,TGME49_202070,0
273,TGRH88_022060,0
274,CSUI_006896,0
275,TGPRC2_292975B,0
276,TGPRC2_200330,0
277,NCLIV_017970,0
278,TGFOU_200340,0
279,TGDOM2_209490,0
280,CSUI_009340,0
281,TGDOM2_208400,0
282,TGRUB_360030,0
283,TGBR9_208770,0
284,TGRH88_000170,0
285,TGRH88_021980,0
286,TGCAST_209600,0
287,NCLIV_056470,0
288,CSUI_004247,0
289,NCLIV_035650,0
290,TGMAS_209270,0
291,TGME49_323110,0
292,NCLIV_039680,0
293,NCLIV_002420,0
294,TGRH88_082850,0
295,TGGT1_200330,0
296,TGRUB_209700,0
297,TGMAS_209600,0
298,TGME49_209210,0
299,NCLIV_035610,0
300,TGGT1_271240,0
301,TGMAS_200470,0
302,TGVAND_201140,0
303,TGDOM2_209485,0
304,TGME49_208410,0
305,TGBR9_292975B,0
306,TGARI_271240,0
307,NCLIV_007500,0
308,NCLIV_003760,0
309,NCLIV_006110,0
310,TGVEG_209480,0
311,TGVEG_209500,0
312,TGME49_208990,0
313,CSUI_003349,0
314,TGDOM2_200460,0
315,TGARI_201140,0
316,TGRH88_037080,0
317,TGCAST_387130,0
318,TGMAS_209200B,0
319,TGP89_208510B,0
320,Ncaninum_LIV_000517700,0
321,TGDOM2_209550,0
322,TGCAST_218000A,0
323,TGRH88_021530,0
324,TGFOU_209480,0
325,NCLIV_018020,0
326,Ncaninum_LIV_000666100,0
327,NCLIV_003890,0
328,HHA_259172,0
329,TGFOU_295130,0
330,NCLIV_025120,0
331,TGARI_209700,0
332,TGVAND_208410A,0
333,Ncaninum_LIV_000744300,0
334,TGVEG_271240,0
335,TGPRC2_200400,0
336,TGVEG_201740,0
337,NCLIV_060780,0
338,TGARI_209270,0
339,TGMAS_279100,0
340,TGDOM2_209700,0
341,CSUI_000930,0
342,TGCOUG_208830,0
343,TGVAND_259190,0
344,TGGT1_201740,0
345,TGGT1_257380,0
346,TGGT1_258180,0
347,TGCOUG_208980,0
348,TGRUB_434920,0
349,TGDOM2_209480,0
350,TGMAS_209550,0
351,CSUI_002121,0
352,Ncaninum_LIV_000747600,0
353,TGGT1_200310,0
354,TGARI_293410,0
355,TGCOUG_200460,0
356,TGRH88_018750,0
357,NCLIV_028750,0
358,TGFOU_292975,0
359,CSUI_007484,0
360,TGPRC2_201170,0
361,TGARI_293430,0
362,Ncaninum_LIV_000762700,0
363,TGMAS_292950,0
364,TGARI_209670,0
365,TGGT1_296000,0
366,TGBR9_209045,0
367,CSUI_004360,0
368,NCLIV_023010,0
369,NCLIV_061380,0
370,TGMAS_209490,0
371,NCLIV_038190,0
372,TGRH88_070800,0
373,TGP89_201810,0
374,NCLIV_013160,0
375,TGMAS_208510A,0
376,TGVEG_209270,0
377,TGP89_209540,0
378,TGRH88_070820,0
379,TGRUB_244105,0
380,TGMAS_200340,0
381,TGVEG_201140,0
382,CSUI_005423,0
383,TGME49_201810,0
384,TGBR9_223095,0
385,NCLIV_038300,0
386,TGGT1_291650,0
387,Ncaninum_LIV_000256700,0
388,NCLIV_002180,0
389,Ncaninum_LIV_000258400,0
390,TGMAS_209460,0
391,NCLIV_007470,0
392,TGP89_208510A,0
393,CSUI_006399,0
394,TGGT1_271040,0
395,TGPRC2_209560,0
396,TGBR9_209280C,0
397,TGPRC2_201810,0
398,TGARI_209630,0
399,TGGT1_209460,0
400,TGCOUG_201810,0
401,TGFOU_293230B,0
402,NCLIV_003280,0
403,TGVEG_295130,0
404,Ncaninum_LIV_000447200,0
405,TGDOM2_292950,0
406,Ncaninum_LIV_000134600,0
407,NCLIV_016180,0
408,TGME49_328700,0
409,TGCAST_200460,0
410,HHA_293440,0
411,TGDOM2_208510,0
412,CSUI_004657,0
413,TGFOU_268270,0
414,TGRH88_018430,0
415,TGBR9_295130,0
416,TGVEG_201900,0
417,TGGT1_201650,0
418,TGCAST_296000,0
419,TGARI_295130,0
420,TGPRC2_271240,0
421,TGBR9_209480,0
422,CSUI_009375,0
423,TGBR9_208830,0
424,TGGT1_208830,0
425,TGCAST_285800C,0
426,TGRH88_021920,0
427,TGRH88_037060,0
428,TGPRC2_209280A,0
429,TGME49_292975,0
430,TGPRC2_208760,0
431,TGGT1_209470,0
432,TGCOUG_292950,0
433,TGCOUG_395120,0
434,NCLIV_003330,0
435,TGFOU_407650,0
436,TGME49_209590,0
437,TGFOU_201660,0
438,TGVAND_200470,0
439,HHA_293425,0
440,NCLIV_044220,0
441,TGBR9_209630,0
442,TGMAS_209700,0
443,TGCOUG_209540,0
444,TGVAND_209630,0
445,HHA_293230,0
446,HHA_293360,0
447,Ncaninum_LIV_000254800,0
448,TGCAST_462931,0
449,TGME49_246960,0
450,TGMAS_201900A,0
451,NCLIV_022880,0
452,Ncaninum_LIV_000762300,0
453,Ncaninum_LIV_000783300,0
454,TGP89_422480,0
455,Ncaninum_LIV_000304000,0
456,TGPRC2_209485,0
457,HHA_462490,0
458,TGDOM2_201270,0
459,TGMAS_361110,0
460,TGVAND_209670,0
461,TGPRC2_200470,0
462,TGPRC2_208770,0
463,Ncaninum_LIV_000257300,0
464,TGRH88_022030,0
465,TGP89_292975B,0
466,TGCAST_209680,0
467,TGRH88_021740,0
468,TGCAST_209640,0
469,TGARI_257380,0
470,TGBR9_259160,0
471,TGCAST_209440,0
472,NCLIV_039590,0
473,NCLIV_003960,0
474,CSUI_006179,0
475,TGP89_209070A,0
476,NCLIV_022900,0
477,TGME49_200310,0
478,TGMAS_200330,0
479,TGBR9_201900B,0
480,HHA_223095,0
481,TGFOU_407690,0
482,Ncaninum_LIV_000744400,0
483,TGRUB_209600,0
484,HHA_259190,0
485,TGRUB_209045,0
486,TGBR9_209170,0
487,NCLIV_067640,0
488,TGCOUG_201270,0
489,TGARI_200310,0
490,TGARI_208760,0
491,CSUI_007272,0
492,HHA_293430,0
493,TGFOU_200460,0
494,NCLIV_003850,0
495,NCLIV_038210,0
496,TGVAND_209070,0
497,TGMAS_417710,0
498,NCLIV_003370,0
499,TGME49_209630,0
500,TGCAST_209515,0
501,TGARI_291650,0
502,Ncaninum_LIV_000742600,0
503,Ncaninum_LIV_000565500,0
504,TGDOM2_209630,0
505,TGCOUG_223070,0
506,TGGT1_293440,0
507,TGPRC2_209070A,0
508,TGCAST_271240,0
509,TGRH88_022090,0
510,TGP89_209170,0
511,NCLIV_069040,0
512,TGGT1_209120,0
513,Ncaninum_LIV_000440200,0
514,CSUI_008787,0
515,TGP89_291650,0
516,NCLIV_038160,0
517,CSUI_011513,0
518,CSUI_011130,0
519,NCLIV_017980,0
520,TGCAST_209420,0
521,TGRH88_038560,0
522,CSUI_010483,0
523,TGARI_200460A,0
524,TGPRC2_209540,0
525,TGGT1_209550,0
526,TGPRC2_209640,0
527,TGDOM2_209420,0
528,TGDOM2_208830,0
529,TGBR9_201170,0
530,TGRH88_021890,0
531,TGME49_291650,0
532,TGRUB_202080,0
533,Ncaninum_LIV_000665700,0
534,TGARI_223095,0
535,TGARI_209280B,0
536,TGP89_201900A,0
537,TGRUB_201740,0
538,TGCAST_209500,0
539,CSUI_003106,0
540,TGCAST_241165,0
541,TGCOUG_296000,0
542,TGARI_201810,0
543,TGBR9_209700,0
544,TGPRC2_209500,0
545,TGCOUG_209600,0
546,TGRUB_209420,0
547,TGMAS_209070B,0
548,TGCAST_209070,0
549,TGDOM2_293360,0
550,TGARI_201860A,0
551,TGFOU_201270,0
552,TGCAST_218000C,0
553,TGFOU_209640,0
554,TGVEG_209670,0
555,TGDOM2_293230,0
556,HHA_293470,0
557,TGFOU_208440,0
558,Ncaninum_LIV_000565800,0
559,TGFOU_209550B,0
560,TGGT1_209170,0
561,TGARI_293040,0
562,TGRUB_430980,0
563,TGARI_208400,0
564,CSUI_001006,0
565,NCLIV_067570,0
566,HHA_453750,0
567,TGMAS_201170,0
568,Ncaninum_LIV_000762600,0
569,TGRH88_005460,0
570,TGMAS_201660,0
571,NCLIV_003810,0
572,NCLIV_043180,0
573,TGVEG_208830,0
574,TGME49_208830,0
575,TGME49_293440,0
576,NCLIV_000320,0
577,TGRUB_434930,0
578,TGCAST_208760,0
579,TGRH88_038660,0
580,TGVEG_201170,0
581,NCLIV_020970,0
582,TGME49_271240,0
583,CSUI_009492,0
584,CSUI_009112,0
585,TGP89_223070,0
586,TGP89_201900B,0
587,TGMAS_209560,0
588,HHA_455050,0
589,CSUI_000484,0
590,TGDOM2_209170,0
591,Ncaninum_LIV_000447900,0
592,TGRH88_080380,0
593,CSUI_005494,0
594,TGME49_209170,0
595,NCLIV_003290,0
596,TGFOU_202070,0
597,TGVEG_200340,0
598,CSUI_008950,0
599,TGME49_208390,0
600,Ncaninum_LIV_000505300,0
601,TGP89_201270,0
602,TGBR9_271240,0
603,TGARI_292975,0
604,TGARI_293230A,0
605,TGRH88_018740,0
606,HHA_208410,0
607,TGME49_259700,0
608,TGVAND_209680,0
609,TGCAST_208830,0
610,NCLIV_029690,0
611,TGGT1_209700,0
612,NCLIV_023260,0
613,TGCAST_201140,0
614,CSUI_001426,0
615,NCLIV_003670,0
616,TGME49_257380,0
617,TGMAS_292975B,0
618,Ncaninum_LIV_000762100,0
619,NCLIV_067680,0
620,TGVAND_257380,0
621,TGRUB_209515,0
622,TGFOU_222880,0
623,TGRH88_018380,0
624,TGARI_200400,0
625,TGVAND_208410B,0
626,TGRUB_202070B,0
627,TGRUB_431950,0
628,CSUI_000119,0
629,TGGT1_201140,0
630,TGCAST_200400,0
631,TGDOM2_201170,0
632,TGPRC2_209550B,0
633,TGCOUG_209270,0
634,TGP89_208910,0
635,TGVEG_208760,0
636,TGCAST_209020,0
637,TGCOUG_201140,0
638,TGME49_200460,0
639,TGPRC2_209440,0
640,TGVAND_208760,0
641,NCLIV_064160,0
642,TGVAND_208400B,0
643,NCLIV_027090,0
644,Ncaninum_LIV_000257600,0
645,TGME49_209440,0
646,Ncaninum_LIV_000749000,0
647,TGVAND_209490,0
648,NCLIV_003800,0
649,Ncaninum_LIV_000752200,0
650,Ncaninum_LIV_000258600,0
651,TGVEG_222880,0
652,Ncaninum_LIV_000745200,0
653,NCLIV_022060,0
654,NCLIV_069060,0
655,TGBR9_208400A,0
656,TGBR9_209500,0
657,TGCAST_387150,0
658,TGGT1_201860,0
659,NCLIV_023040,0
660,TGDOM2_200470,0
661,TGARI_209680B,0
662,TGRH88_018360,0
663,TGFOU_292950,0
664,TGBR9_208980,0
665,TGBR9_200400,0
666,TGCOUG_241165,0
667,TGDOM2_209440,0
668,TGGT1_209270,0
669,TGVEG_292950,0
670,TGMAS_200460,0
671,TGBR9_222880,0
672,Ncaninum_LIV_000006600,0
673,TGFOU_208770,0
674,TGGT1_293430,0
675,Ncaninum_LIV_000254500,0
676,TGFOU_209700,0
677,TGFOU_209515,0
678,TGFOU_209485,0
679,TGCOUG_209045,0
680,TGCAST_202070A,0
681,TGME49_223070,0
682,TGVEG_209420,0
683,Ncaninum_LIV_000380200,0
684,TGVAND_223070,0
685,TGRUB_209705,0
686,TGCAST_285800A,0
687,TGARI_293230B,0
688,NCLIV_003630,0
689,TGME49_209600,0
690,NCLIV_016220,0
691,TGCOUG_209500,0
692,TGVEG_259190,0
693,TGCOUG_209705,0
694,NCLIV_002400,0
695,TGBR9_201900A,0
696,TGBR9_268270,0
697,Ncaninum_LIV_000743000,0
698,TGDOM2_268270,0
699,TGP89_223095,0
700,TGGT1_209530,0
701,TGRH88_021540,0
702,TGFOU_201170,0
703,Ncaninum_LIV_000748500,0
704,TGGT1_209540,0
705,TGMAS_209500,0
706,TGRUB_208510,0
707,TGGT1_208390,0
708,TGGT1_234220,0
709,TGVEG_209560,0
710,TGRH88_042690,0
711,TGGT1_223070,0
712,TGRUB_201270,0
713,TGP89_268270,0
714,TGARI_200330,0
715,TGCOUG_200330,0
716,TGGT1_201660,0
717,TGVAND_201170,0
718,NCLIV_003860,0
719,TGPRC2_223070,0
720,TGVEG_441720,0
721,TGPRC2_208830,0
722,TGVEG_209515,0
723,TGRUB_222880,0
724,TGME49_209490,0
725,NCLIV_043950,0
726,HHA_271250,0
727,TGMAS_202080,0
728,TGARI_209585,0
729,TGRH88_022350,0
730,CSUI_008736,0
731,TGARI_209640,0
732,TGRH88_021580,0
733,TGFOU_209210B,0
734,TGDOM2_295130,0
735,TGCOUG_209200,0
736,TGVAND_222880,0
737,TGVAND_209020,0
738,TGCAST_209200A,0
739,TGME49_209670,0
740,TGGT1_209583,0
741,NCLIV_001290,0
742,TGME49_241165,0
743,TGME49_201650,0
744,TGPRC2_292975A,0
745,CSUI_003804,0
746,Ncaninum_LIV_000763000,0
747,TGVAND_208910,0
748,TGVAND_292950,0
749,TGDOM2_271240,0
750,TGRH88_037480,0
751,TGCOUG_209460,0
752,NCLIV_038140,0
753,CSUI_005271,0
754,TGDOM2_209640,0
755,TGME49_209515,0
756,TGP89_209640,0
757,Ncaninum_LIV_000257500,0
758,TGVAND_437510,0
759,TGARI_201660,0
760,NCLIV_005920,0
761,TGVEG_208980,0
762,TGVEG_208400,0
763,TGVAND_209045,0
764,TGFOU_209460,0
765,TGPRC2_200460B,0
766,NCLIV_003720,0
767,TGP89_202080,0
768,TGPRC2_268270,0
769,TGARI_201900B,0
770,NCLIV_003640,0
771,Ncaninum_LIV_000768300,0
772,TGME49_201740,0
773,TGMAS_209070A,0
774,TGCAST_293230,0
775,TGPRC2_209200B,0
776,TGPRC2_259190A,0
777,TGPRC2_209045,0
778,CSUI_001422,0
779,TGGT1_293470,0
780,TGCAST_209490,0
781,TGRUB_434820,0
782,TGRUB_271240,0
783,CSUI_008558,0
784,TGVEG_209170,0
785,TGRH88_021480,0
786,TGGT1_209560,0
787,TGMAS_464992,0
788,TGCOUG_201900A,0
789,TGFOU_209420,0
790,TGBR9_200470,0
791,TGRH88_021840,0
792,TGME49_200330,0
793,TGME49_209280,0
794,CSUI_001373,0
795,TGME49_208910,0
796,Ncaninum_LIV_000594500,0
797,TGP89_209280B,0
798,CSUI_001412,0
799,TGPRC2_209170,0
800,TGME49_279100,0
801,CSUI_000052,0
802,TGVEG_209550,0
803,TGRUB_200340,0
804,TGVAND_200360,0
805,TGGT1_209680,0
806,TGRUB_209280A,0
807,TGPRC2_209600,0
808,HHA_246960,0
809,TGPRC2_209700,0
810,TGARI_200440,0
811,TGGT1_209108,0
812,NCLIV_023100,0
813,NCLIV_048860,0
814,NCLIV_068850,0
815,TGFOU_293360,0
816,TGARI_209045,0
817,TGRH88_083180,0
818,TGP89_201140,0
819,TGRH88_022150,0
820,TGP89_209020,0
821,TGRH88_071790,0
822,TGCAST_209670,0
823,TGGT1_292960,0
824,TGPRC2_200340,0
825,TGRUB_209485,0
826,TGPRC2_293360,0
827,TGCOUG_209485,0
828,TGVEG_223095,0
829,TGDOM2_257380,0
830,TGP89_209705,0
831,TGRUB_208830,0
832,TGPRC2_209680,0
833,NCLIV_017910,0
834,TGBR9_208510,0
835,TGCOUG_201650,0
836,TGRH88_070840,0
837,TGGT1_209250,0
838,TGME49_209045,0
839,TGARI_201860B,0
840,Ncaninum_LIV_000257100,0
841,TGARI_209510,0
842,TGRUB_434910,0
843,TGGT1_208400A,0
844,TGCOUG_201740,0
845,TGGT1_200440,0
846,TGCAST_209480,0
847,TGFOU_209170,0
848,HHA_259160,0
849,TGVEG_293360,0
850,TGCAST_259190A,0
851,Ncaninum_LIV_000257000,0
852,TGGT1_209045,0
853,HHA_293040,0
854,CSUI_006398,0
855,TGRUB_209070,0
856,TGME49_209460,0
857,TGBR9_293230B,0
858,TGARI_209590,0
859,CSUI_005991,0
860,TGMAS_209705,0
861,TGCAST_201810,0
862,TGRUB_209680,0
863,TGMAS_209020,0
864,TGRH88_018670,0
865,TGVAND_209550A,0
866,TGRH88_037130,0
867,TGME49_202080,0
868,TGCOUG_394540,0
869,NCLIV_049780,0
870,NCLIV_000370,0
871,TGRUB_291650,0
872,TGP89_209680,0
873,TGVEG_442180,0
874,TGRUB_200360,0
875,TGFOU_208910,0
876,TGRUB_259190,0
877,TGRH88_022250,0
878,CSUI_003953,0
879,TGGT1_218000,0
880,TGGT1_200400,0
881,NCLIV_022790,0
882,TGMAS_259700B,0
883,TGRUB_208910,0
884,TGVAND_201650,0
885,TGPRC2_208400,0
886,TGVAND_293230,0
887,TGME49_209108,0
888,TGPRC2_201660,0
889,TGCOUG_201660,0
890,Ncaninum_LIV_000005400,0
891,TGCOUG_209170,0
892,TGCOUG_218000B,0
893,TGVEG_208510,0
894,Ncaninum_LIV_000257400,0
895,NCLIV_027340,0
896,TGMAS_201270,0
897,TGGT1_208550,0
898,TGRUB_209540,0
899,TGRUB_209440,0
900,TGP89_209630,0
901,TGGT1_208400B,0
902,HHA_311270,0
903,TGRUB_464965,0
904,TGBR9_202070B,0
905,TGPRC2_208510,0
906,TGARI_209705,0
907,TGGT1_200300,0
908,TGME49_200440,0
909,TGPRC2_291650,0
910,Ncaninum_LIV_000622900,0
911,TGRUB_464961,0
912,TGRUB_295130,0
913,TGBR9_201140,0
914,TGRH88_021720,0
915,TGMAS_271240,0
916,TGGT1_209670,0
917,TGPRC2_209200A,0
918,TGGT1_209280,0
919,TGME49_209470,0
920,NCLIV_043150,0
921,TGMAS_201650,0
922,TGBR9_218000B,0
923,CSUI_001746,0
924,TGARI_208770,0
925,TGGT1_293230,0
926,TGCOUG_209680,0
927,TGGT1_201170,0
928,TGP89_209490,0
929,TGPRC2_209515,0
930,TGMAS_200360,0
931,TGCAST_291650,0
932,TGDOM2_201650,0
933,NCLIV_007860,0
934,TGMAS_296000,0
935,TGRH88_075950,0
936,TGBR9_285800B,0
937,NCLIV_067730,0
938,TGME49_296015,0
939,TGME49_259190,0
940,TGMAS_209680,0
941,TGME49_293410,0
942,CSUI_002925,0
943,TGRH88_037380,0
944,TGVEG_241165,0
945,CSUI_008037,0
946,Ncaninum_LIV_000731300,0
947,TGBR9_202080,0
948,TGRH88_021730,0
949,TGVEG_209490,0
950,TGRUB_268270,0
951,Ncaninum_LIV_000254700,0
952,TGPRC2_208910,0
953,TGBR9_201650,0
954,TGRUB_292975A,0
955,TGFOU_209600,0
956,TGPRC2_241165,0
957,TGMAS_208510B,0
958,TGGT1_285800,0
959,TGP89_209045,0
960,NCLIV_003110,0
961,TGGT1_209630,0
962,TGP89_209070B,0
963,NCLIV_017650,0
964,TGPRC2_427480,0
965,TGCOUG_292975A,0
966,Ncaninum_LIV_000450900,0
967,TGP89_202070B,0
968,TGP89_209480,0
969,TGDOM2_209045,0
970,TGMAS_208830,0
971,TGME49_208440,0
972,TGCAST_223095,0
973,TGPRC2_293230,0
974,TGPRC2_200460A,0
975,TGFOU_209045,0
976,TGGT1_292975,0
977,TGRUB_202070C,0
978,TGBR9_200460,0
979,Ncaninum_LIV_000254400,0
980,TGCAST_200340,0
981,TGARI_201650,0
982,CSUI_004361,0
983,TGME49_208770,0
984,TGVAND_201900,0
985,NCLIV_017890,0
986,NCLIV_003570,0
987,Ncaninum_LIV_000745500,0
988,TGP89_209485,0
989,TGMAS_209630,0
990,NCLIV_067670,0
991,TGVEG_268270,0
992,TGBR9_201740,0
993,TGDOM2_209500,0
994,TGP89_209670,0
995,TGMAS_201140,0
996,TGDOM2_209070,0
997,TGP89_259190,0
998,TGVAND_209700,0
999,TGCOUG_259172A,0
1000,TGARI_208830,0
1001,TGFOU_200360,0
1002,TGCOUG_268270,0
1003,TGRH88_021660,0
1004,Ncaninum_LIV_000315800,0
1005,TGME49_293360,0
1006,TGGT1_292935,0
1007,TGARI_209560,0
1008,Ncaninum_LIV_000745700,0
1009,TGP89_218000B,0
1010,TGARI_201170,0
1011,TGRH88_021630,0
1012,NCLIV_006120,0
1013,TGMAS_200400,0
1014,TGRH88_022460,0
1015,TGARI_209480,0
1016,TGGT1_209020,0
1017,TGBR9_209670,0
1018,Ncaninum_LIV_000254900,0
1019,Ncaninum_LIV_000748100,0
1020,TGRH88_018350,0
1021,NCLIV_038180,0
1022,TGBR9_208400B,0
1023,NCLIV_007450,0
1024,TGME49_234220,0
1025,TGVAND_209480,0
1026,TGBR9_208910,0
1027,TGVAND_209170,0
1028,TGMAS_209640,0
1029,Ncaninum_LIV_000783200,0
1030,TGVEG_209705,0
1031,TGDOM2_222880,0
1032,CSUI_004312,0
1033,TGRH88_083170,0
1034,TGDOM2_209515,0
1035,TGP89_201650A,0
1036,TGARI_202080,0
1037,TGCOUG_291650,0
1038,HHA_285800,0
1039,TGRUB_201650,0
1040,TGRUB_223070,0
